model,episode,t,prior_residual,prior_position_residual,prior_velocity_residual,dim0_residual,dim1_residual,dim2_residual,dim3_residual,dim4_residual,dim5_residual,dim6_residual,dim7_residual,dim8_residual,dim9_residual,dim10_residual,dim11_residual,dim12_residual,dim13_residual,dim14_residual,dim15_residual,dim16_residual,dim17_residual
tssm,662,14,0.13864916563034058,0.006641354877501726,0.19596701860427856,0.009228039532899857,0.0022116899490356445,0.004372075200080872,0.004729136824607849,0.000736624002456665,0.001306980848312378,0.005084855016320944,0.015381867066025734,0.0008555278182029724,0.028305768966674805,0.08714401721954346,0.3999892473220825,0.15845292806625366,0.20055246353149414,0.06540882587432861,0.32775354385375977,0.011156508699059486,0.009335774928331375
tssm,662,15,0.09058903902769089,0.005982863716781139,0.12797246873378754,0.004034386947751045,0.011582642793655396,0.0027019083499908447,0.001316078007221222,0.008552491664886475,0.0020595788955688477,0.006799617316573858,0.0045638494193553925,0.004270266741514206,0.043309904634952545,0.11176145076751709,0.1708202362060547,0.12688922882080078,0.09199118614196777,0.21959149837493896,0.1759357452392578,0.009630614891648293,0.004103170707821846
tssm,662,16,0.2130778431892395,0.012403275817632675,0.30108222365379333,0.0008620768785476685,0.006601646542549133,0.020035333931446075,0.024423770606517792,0.003040790557861328,0.012112170457839966,0.013072825968265533,0.0034791529178619385,0.0018321648240089417,0.18686258792877197,0.07967787981033325,0.03511464595794678,0.022102952003479004,0.21961021423339844,0.7198500633239746,0.4543490409851074,0.0021496452391147614,0.004033997189253569
tssm,662,17,0.11284739524126053,0.008113614283502102,0.15938393771648407,0.0025835521519184113,0.000126570463180542,0.01389257237315178,0.006026275455951691,0.004738479852676392,0.01055823266506195,0.005369365215301514,0.010411489754915237,0.009236212819814682,0.050212562084198,0.015586033463478088,0.11622865498065948,0.11631472408771515,0.09712767601013184,0.10091781616210938,0.4226818084716797,0.02310572937130928,0.0038381717167794704
tssm,662,18,0.0633191168308258,0.008767572231590748,0.08911649882793427,0.009892363101243973,0.004829227924346924,0.007610797882080078,0.01158858835697174,0.0017953403294086456,0.014937341213226318,0.0015182197093963623,0.00019108131527900696,0.01223699375987053,0.11946117877960205,0.021407149732112885,0.09528124332427979,0.14947549998760223,0.05708646774291992,0.13214707374572754,0.06675863265991211,0.008706711232662201,0.00841608177870512
tssm,662,19,0.25634247064590454,0.013164522126317024,0.3622838854789734,0.015481404960155487,0.003390774130821228,0.012989827431738377,0.0034830793738365173,0.01124211773276329,0.007723808288574219,0.028135061264038086,0.009074810892343521,0.008229631930589676,0.12969303131103516,0.20312678813934326,0.29479241371154785,0.053301021456718445,0.1941204071044922,0.7180100679397583,0.6929280161857605,0.005881730932742357,0.004137901589274406
tssm,662,20,0.20134028792381287,0.018709609284996986,0.2841227948665619,0.015416361391544342,0.030811652541160583,0.015204444527626038,0.021517783403396606,0.005749523639678955,0.0003256946802139282,0.03308267891407013,0.009354405105113983,0.007355362176895142,0.5424110293388367,0.40117883682250977,0.2461644411087036,0.19460439682006836,0.09928631782531738,0.39966893196105957,0.05567319691181183,0.008048172108829021,0.012352083809673786
tssm,662,21,1.0445476770401,0.03629794716835022,1.4767675399780273,0.006866905838251114,0.05842318385839462,0.0004916861653327942,0.020743563771247864,0.08884364366531372,0.0007040351629257202,0.004108138382434845,0.007149308919906616,0.0022872351109981537,0.8972311019897461,0.30846405029296875,1.2050772905349731,0.387711763381958,2.6483523845672607,1.4677178859710693,2.8206870555877686,0.02248458005487919,0.011337137781083584
tssm,662,22,0.9651447534561157,0.03717327117919922,1.3644145727157593,0.02062530815601349,0.05144742876291275,0.03272831067442894,0.05933693051338196,0.05283910036087036,0.04026256501674652,0.016125917434692383,0.009880159050226212,0.0013067200779914856,0.7730567455291748,1.996419906616211,0.017647266387939453,1.6689202785491943,2.492833375930786,1.2863755226135254,1.231482744216919,0.012156382203102112,0.006969979032874107
tssm,662,23,1.2154263257980347,0.030463282018899918,1.7186024188995361,0.00334148108959198,0.03618674725294113,0.006496734917163849,0.015712261199951172,0.03529028221964836,0.07302340865135193,0.011920928955078125,0.0029586292803287506,0.0037000812590122223,0.9844719171524048,1.504275918006897,0.4348464012145996,2.9908108711242676,2.858837127685547,2.394110679626465,0.5580381751060486,0.0021668022964149714,0.012238986790180206
tssm,662,24,1.5882493257522583,0.026644468307495117,2.2459654808044434,0.06610677391290665,0.00641709566116333,0.00014772266149520874,0.03986679017543793,0.014979461207985878,0.011634193360805511,0.0006622076034545898,0.0013269037008285522,0.005171380937099457,0.18417412042617798,1.0358630418777466,0.6204644441604614,0.03795313835144043,1.7173359394073486,6.299180030822754,1.129744052886963,0.025676267221570015,0.0032873917371034622
tssm,662,25,1.000540852546692,0.02791048213839531,1.4147032499313354,0.013410448096692562,0.03767651319503784,0.05941424518823624,0.021244749426841736,0.0006612874567508698,0.026124849915504456,0.026687830686569214,0.005868958309292793,0.0007576160132884979,1.6743683815002441,1.038871169090271,1.5752894878387451,1.0072450637817383,0.0332791805267334,3.207505226135254,0.5856614112854004,0.03772752732038498,0.0023592549841850996
tssm,662,26,0.7797075510025024,0.027752995491027832,1.1023236513137817,0.050061263144016266,0.04446595162153244,0.018530797213315964,0.03681229054927826,0.011166274547576904,0.023049846291542053,0.008650213479995728,0.0007795244455337524,0.004330992698669434,0.8884955644607544,0.7318708300590515,1.9257254600524902,0.2773226499557495,0.2552194595336914,0.7433158159255981,2.2820568084716797,0.006161772646009922,0.013930467888712883
tssm,662,27,1.1343711614608765,0.05532810837030411,1.6032886505126953,0.004842787981033325,0.044005654752254486,0.01746603474020958,0.06541100144386292,0.029853835701942444,0.14129187166690826,0.00832301378250122,0.0035127662122249603,0.008421871811151505,0.9761772155761719,0.04097342491149902,0.6054718494415283,0.03511357307434082,3.275996685028076,3.3121442794799805,0.33074021339416504,0.01634550653398037,0.016435422003269196
tssm,662,28,0.9376016855239868,0.05614364892244339,1.3247798681259155,0.0015439093112945557,0.08760865777730942,0.025573015213012695,0.06498382240533829,0.011732429265975952,0.12429699301719666,0.014921069145202637,0.00196099653840065,0.0007574670016765594,1.0600310564041138,0.5284566879272461,1.1214427947998047,0.6541604995727539,2.3547635078430176,2.15545916557312,1.586142659187317,0.00956972036510706,0.0052416566759347916
tssm,662,29,0.7675056457519531,0.029004037380218506,1.0850292444229126,0.003321811556816101,0.04618799686431885,0.03270009160041809,0.014492824673652649,0.0052140504121780396,0.001695588231086731,0.06388916075229645,0.004377570003271103,0.004044100642204285,0.9177576899528503,0.006927430629730225,1.2644774913787842,0.5689615607261658,0.09115314483642578,1.0781357288360596,2.580686569213867,0.0011388817802071571,0.004288434982299805
tssm,662,30,1.2319960594177246,0.05228326842188835,1.741520881652832,0.006854251027107239,0.009373635053634644,0.013452593237161636,0.02472003549337387,0.006094038486480713,0.15318834781646729,0.010861456394195557,0.00424850732088089,0.00592740997672081,0.2550148367881775,0.1229386180639267,0.6871806383132935,0.5095233917236328,0.014843940734863281,5.138221263885498,0.28525447845458984,0.022766470909118652,0.025495881214737892
tssm,662,31,1.5146610736846924,0.022410785779356956,2.141937017440796,0.012197054922580719,0.0028061941266059875,0.00955058541148901,0.06260770559310913,0.003048460930585861,0.01682795025408268,0.00655578076839447,0.0040513575077056885,0.0008620209991931915,1.2263392210006714,0.6084944009780884,0.9123201966285706,0.018018245697021484,0.8214373588562012,4.930512428283691,3.687652587890625,0.012349477037787437,0.024028107523918152
tssm,662,32,0.8480622172355652,0.03730839490890503,1.1987606287002563,0.0008035898208618164,0.011605024337768555,0.003959964960813522,0.040440112352371216,0.02611818164587021,0.09994177520275116,0.002138689160346985,0.0031196512281894684,0.007484531030058861,1.7237236499786377,0.3854919672012329,0.5886884927749634,1.0987212657928467,0.6043715476989746,2.805208921432495,0.15775346755981445,0.014167077839374542,0.011127627454698086
tssm,662,33,1.4108654260635376,0.033886224031448364,1.9949772357940674,0.08584275096654892,0.04459488391876221,0.004821471869945526,0.025247186422348022,0.0043915435671806335,0.00010780990123748779,0.007765151560306549,0.015013709664344788,0.003336232155561447,1.7085790634155273,0.826483964920044,0.8985575437545776,0.6173937320709229,2.1980466842651367,3.228250026702881,3.9718124866485596,0.010192937217652798,0.009930046275258064
tssm,662,34,0.9758901000022888,0.04179465025663376,1.3794840574264526,0.002549007534980774,0.0174049511551857,0.07393517345190048,0.0053108930587768555,0.024785220623016357,0.0949728935956955,0.00714033842086792,0.005049441009759903,0.014368357136845589,2.293160915374756,1.4536077976226807,0.35822081565856934,1.4485373497009277,1.1477301120758057,1.66105055809021,1.8578851222991943,0.014129666611552238,0.01816820725798607
tssm,662,35,1.5713273286819458,0.019796371459960938,2.222104072570801,0.04707137495279312,0.028946831822395325,0.00033602118492126465,0.015245944261550903,0.0030267126858234406,0.0025748908519744873,0.010072581470012665,0.009904053062200546,0.005054052919149399,0.07614761590957642,1.2440848350524902,0.09808731079101562,0.33966049551963806,0.015297174453735352,4.118842601776123,5.078969478607178,0.012245193123817444,0.0032519884407520294
tssm,662,36,1.5118085145950317,0.016930896788835526,2.137953042984009,0.042801354080438614,0.0014627128839492798,0.003195717930793762,0.022677600383758545,0.007773205637931824,0.011227995157241821,0.002202078700065613,0.005257144570350647,0.001529209315776825,2.1227970123291016,1.2772538661956787,1.673985242843628,0.09911521524190903,0.5276551246643066,4.6680402755737305,3.1809847354888916,0.008896089158952236,0.011273897252976894
tssm,662,37,1.9649449586868286,0.04536304250359535,2.7784814834594727,0.008551668375730515,0.010332450270652771,0.03344002366065979,0.02841624617576599,0.028872668743133545,0.00675453245639801,0.12423886358737946,0.006502561271190643,0.007603161036968231,1.6638109683990479,1.1816166639328003,0.8093767166137695,1.9934145212173462,1.5782294273376465,1.4433948993682861,7.490777969360352,0.01781749725341797,0.009592335671186447
tssm,662,38,0.7932748198509216,0.020978808403015137,1.1216638088226318,0.02785634994506836,0.008978962898254395,0.0257716104388237,0.04267050325870514,0.0034206509590148926,0.015515848994255066,0.008150070905685425,0.010593805462121964,0.013724170625209808,0.728562593460083,0.8976268768310547,1.5472545623779297,0.4776381254196167,2.667722225189209,0.3451440930366516,0.35849618911743164,0.008668160066008568,0.005903320387005806
tssm,662,39,1.1862939596176147,0.03337256610393524,1.6773409843444824,0.003648325800895691,0.03548063337802887,0.039746932685375214,0.07845941185951233,0.008572621271014214,0.001260019838809967,0.03042568266391754,0.002974357455968857,0.0024543888866901398,0.2744060754776001,0.7795727849006653,0.29205405712127686,0.2498645782470703,0.8860812187194824,0.9840699434280396,4.768320083618164,0.006848197430372238,0.006297998130321503
tssm,662,40,1.4624457359313965,0.058288250118494034,2.0673890113830566,0.08714185655117035,0.06530840694904327,0.06519749760627747,0.07490847259759903,0.029198989272117615,0.02099599875509739,0.08678275346755981,0.001597624272108078,0.005439162254333496,0.03887343406677246,0.16106748580932617,2.0307154655456543,0.8883213996887207,0.08223104476928711,3.643606185913086,4.4993133544921875,0.0030945357866585255,0.00639695767313242
tssm,662,41,1.0011922121047974,0.05634700879454613,1.4147777557373047,0.0657394751906395,0.07955247163772583,0.010805465281009674,0.048380956053733826,0.0069312043488025665,0.013131611049175262,0.12330903112888336,0.002143029123544693,0.006076958030462265,0.7228556871414185,0.12973487377166748,2.1328647136688232,0.7518365383148193,1.2866768836975098,2.3978047370910645,2.226104497909546,0.0018056444823741913,0.00980300921946764
tssm,662,42,1.397213101387024,0.050103332847356796,1.9753223657608032,0.008609500713646412,0.04524018242955208,0.02696225792169571,0.05726609379053116,0.014704674482345581,0.1271686553955078,0.004846587777137756,0.00020420551300048828,0.007369078695774078,0.24125033617019653,0.386695921421051,0.0018417835235595703,0.7790915966033936,0.034142255783081055,5.24765682220459,2.6006200313568115,0.008217143826186657,0.0017284129280596972
tssm,662,43,0.8009601831436157,0.03479002043604851,1.1321943998336792,0.012389473617076874,0.03474244102835655,0.024429038166999817,0.03640418499708176,0.018911555409431458,0.08071137219667435,0.024977803230285645,0.009516198188066483,0.004909917712211609,0.5983531475067139,0.47641319036483765,0.07434940338134766,1.3442792892456055,1.1813364028930664,2.635322093963623,0.8931822776794434,0.0076043810695409775,0.029246831312775612
tssm,662,44,1.1382336616516113,0.03403144329786301,1.60934579372406,0.002492368221282959,0.021938208490610123,0.025169894099235535,0.06337612122297287,0.00631260871887207,0.026102319359779358,0.06655319035053253,0.011588722467422485,0.0009446926414966583,2.1454644203186035,0.3452461361885071,1.7937920093536377,0.3959355354309082,0.5398359298706055,1.9833855628967285,3.314781904220581,0.010430222377181053,0.012157409451901913
tssm,662,45,0.6068077683448792,0.04359707981348038,0.8570476174354553,0.029636457562446594,0.03189548850059509,0.076462522149086,0.06592260301113129,0.0124732106924057,0.021720072254538536,0.0661519318819046,0.0038135461509227753,0.0006607882678508759,0.35866716504096985,0.7239630222320557,0.6022162437438965,0.4950978755950928,0.8349465131759644,0.2892860174179077,2.137403964996338,0.025617564097046852,0.01582132652401924
tssm,662,46,1.0887163877487183,0.06085546687245369,1.538474440574646,0.00991937518119812,0.027216434478759766,0.018598057329654694,0.05073694884777069,0.07450303435325623,0.1084909439086914,0.1105511337518692,0.004143215715885162,0.003395482897758484,0.016091421246528625,0.01934826374053955,1.4661312103271484,0.4636361598968506,3.1764211654663086,2.1057417392730713,2.1006853580474854,0.010129498317837715,0.014777523465454578
