metric,horizon,rmse,dim0_rmse,dim1_rmse,dim2_rmse,dim3_rmse,dim4_rmse,dim5_rmse,dim6_rmse,dim7_rmse,dim8_rmse,dim9_rmse,dim10_rmse,dim11_rmse,dim12_rmse,dim13_rmse,dim14_rmse,dim15_rmse,dim16_rmse,dim17_rmse
rollout,33,7.496885776519775,0.2978208065032959,0.4826822280883789,0.2737337350845337,0.34359458088874817,0.2479306161403656,0.2588783800601959,0.26010775566101074,0.013280644081532955,0.014474227093160152,10.730720520019531,7.042415142059326,10.596712112426758,6.80236291885376,14.836223602294922,14.206686019897461,16.300079345703125,0.05358760803937912,0.05243026465177536
rollout,34,7.800872325897217,0.3093189597129822,0.4982057213783264,0.2847897708415985,0.35517364740371704,0.2604134976863861,0.27071142196655273,0.273701936006546,0.013428867794573307,0.01443260908126831,11.159272193908691,7.3271379470825195,11.003843307495117,7.072850227355957,15.46454906463623,14.775936126708984,16.964216232299805,0.05563405156135559,0.05432054027915001
rollout,35,8.10321044921875,0.32014918327331543,0.5127237439155579,0.29535505175590515,0.3673156499862671,0.2737060487270355,0.28373396396636963,0.2870234251022339,0.013579157181084156,0.014706132002174854,11.598958969116211,7.616946697235107,11.43912124633789,7.341911315917969,16.072555541992188,15.378649711608887,17.5767822265625,0.05745011940598488,0.056463636457920074
rollout,36,8.402596473693848,0.3310346305370331,0.5272530317306519,0.30562376976013184,0.37965530157089233,0.28516051173210144,0.296269953250885,0.29982271790504456,0.013936378993093967,0.014849605038762093,12.086504936218262,7.897744655609131,11.884099960327148,7.6186089515686035,16.610034942626953,15.963384628295898,18.207630157470703,0.05949436500668526,0.05844271183013916
rollout,37,8.708175659179688,0.3417130410671234,0.540946900844574,0.3159201145172119,0.39190131425857544,0.2980597913265228,0.30860304832458496,0.31245309114456177,0.013893422670662403,0.015154607594013214,12.51552963256836,8.16373062133789,12.312088012695312,7.874161243438721,17.21805191040039,16.551063537597656,18.887977600097656,0.06115463003516197,0.06033159792423248
rollout,38,9.001911163330078,0.3522685766220093,0.5539983510971069,0.32653939723968506,0.40290340781211853,0.3104517161846161,0.32046258449554443,0.32574233412742615,0.014150820672512054,0.015264352783560753,12.933221817016602,8.427007675170898,12.75683307647705,8.115714073181152,17.797096252441406,17.105087280273438,19.52948570251465,0.06326495856046677,0.06216723471879959
rollout,39,9.291736602783203,0.363381564617157,0.5664920210838318,0.3372402787208557,0.41254788637161255,0.3226853609085083,0.3321738839149475,0.33805903792381287,0.014444687403738499,0.015754984691739082,13.364376068115234,8.670904159545898,13.193081855773926,8.332823753356934,18.37113380432129,17.655088424682617,20.16171646118164,0.0650249645113945,0.06416412442922592
rollout,40,9.574140548706055,0.37438637018203735,0.5789673328399658,0.34797006845474243,0.4220133125782013,0.33591213822364807,0.34382885694503784,0.34985482692718506,0.014582001604139805,0.015840372070670128,13.775588035583496,8.921182632446289,13.610353469848633,8.536839485168457,18.933313369750977,18.196258544921875,20.779069900512695,0.06675902754068375,0.06627573817968369
rollout,41,9.861017227172852,0.3850339949131012,0.5916523933410645,0.35836488008499146,0.43133628368377686,0.34780746698379517,0.35578885674476624,0.36220356822013855,0.014765961095690727,0.01597847416996956,14.191366195678711,9.161515235900879,14.02819538116455,8.740436553955078,19.518388748168945,18.743728637695312,21.408037185668945,0.0690506175160408,0.06825181841850281
rollout,42,10.130366325378418,0.39557161927223206,0.6045919060707092,0.3680263161659241,0.44107988476753235,0.3594198524951935,0.3667049705982208,0.37481963634490967,0.014890868216753006,0.016237035393714905,14.591683387756348,9.399337768554688,14.413036346435547,8.91821002960205,20.04805564880371,19.26022720336914,22.012615203857422,0.07067589461803436,0.0698670744895935
rollout,43,10.390129089355469,0.40495210886001587,0.6175390481948853,0.3775305151939392,0.45090577006340027,0.3709085285663605,0.377640038728714,0.38726189732551575,0.015021073631942272,0.016497699543833733,14.934499740600586,9.623281478881836,14.784326553344727,9.078907012939453,20.62584114074707,19.730905532836914,22.593589782714844,0.07239612191915512,0.0718701034784317
rollout,44,10.646087646484375,0.4139602780342102,0.6309416890144348,0.3858304023742676,0.4606071412563324,0.3825742304325104,0.38900846242904663,0.39883747696876526,0.015060397796332836,0.016648566350340843,15.302947998046875,9.858630180358887,15.176987648010254,9.233131408691406,21.121360778808594,20.235599517822266,23.154926300048828,0.07439970225095749,0.07369881868362427
rollout,45,10.923583984375,0.4231383204460144,0.644059956073761,0.3948911428451538,0.47082018852233887,0.39406558871269226,0.40050357580184937,0.4097374975681305,0.01533651165664196,0.01688355579972267,15.704304695129395,10.112064361572266,15.605659484863281,9.413957595825195,21.667062759399414,20.79931640625,23.73322868347168,0.07628630101680756,0.07550431042909622
rollout,46,11.194446563720703,0.432120680809021,0.6574522256851196,0.40335994958877563,0.48075583577156067,0.4049493074417114,0.41180235147476196,0.42125844955444336,0.015576560981571674,0.01704360917210579,16.03537368774414,10.356049537658691,15.971785545349121,9.590568542480469,22.231035232543945,21.34813117980957,24.345949172973633,0.07784628123044968,0.07734252512454987
rollout,47,11.447639465332031,0.4404621124267578,0.6706328988075256,0.41224533319473267,0.4908227026462555,0.41625097393989563,0.42208391427993774,0.43354958295822144,0.015506462194025517,0.017289046198129654,16.393075942993164,10.597179412841797,16.350351333618164,9.77716064453125,22.740076065063477,21.821489334106445,24.90013313293457,0.07923979312181473,0.07893195748329163
rollout,48,11.708793640136719,0.44852691888809204,0.6837332248687744,0.42147019505500793,0.5011453032493591,0.42760053277015686,0.4324439764022827,0.44528236985206604,0.01587514579296112,0.017572669312357903,16.76764678955078,10.837924003601074,16.735698699951172,9.965018272399902,23.304502487182617,22.301313400268555,25.447940826416016,0.081181101500988,0.081061452627182
